CS_WarnFriendlyDamageInterval | gamedll,cheat | Defines how frequently the server notifies clients that a player damaged a friend
tv_autorecord | release | Automatically records all games as SourceTV demos.
tv_autoretry | release | Relay proxies retry connection after network timeout
tv_broadcast | release | Automatically broadcasts all games as GOTV demos through Steam.
tv_broadcast1 | release | Automatically broadcasts all games as GOTV[1] demos through Steam.
tv_broadcast_drop_fragments | hidden,release | Drop every Nth fragment
tv_broadcast_keyframe_interval | release | The frequency, in seconds, of sending keyframes and delta fragments to the broadcast relay server
tv_broadcast_keyframe_interval1 | release | The frequency, in seconds, of sending keyframes and delta fragments to the broadcast1 relay server
tv_broadcast_max_requests | release | Max number of broadcast http requests in flight. If there is a network issue, the requests may start piling up, degrading server performance. If more than the specified number of requests are in flight, the new requests are dropped.
tv_broadcast_max_requests1 | release | Max number of broadcast1 http requests in flight. If there is a network issue, the requests may start piling up, degrading server performance. If more than the specified number of requests are in flight, the new requests are dropped.
tv_broadcast_origin_auth | hidden,release | X-Origin-Auth header of the broadcast POSTs
tv_broadcast_origin_auth1 | hidden,release | X-Origin-Auth header of the broadcast1 POSTs
tv_broadcast_origin_delay | hidden,release | Injection delay request for CDN rebroadcast frameworks, seconds
tv_broadcast_spew_threshold | release | The threshold, in seconds, that we'll spew about the snapshot tick
tv_broadcast_startup_resend_interval | release | The interval, in seconds, of re-sending startup data to the broadcast relay server (useful in case relay crashes, restarts or startup data http request fails)
tv_broadcast_terminate | hidden,release | Terminate every broadcast with a stop command
tv_broadcast_url | release | URL of the broadcast relay
tv_broadcast_url1 | release | URL of the broadcast relay1
tv_chatgroupsize | release | Set the default chat group size
tv_chattimelimit | release | Limits spectators to chat only every n seconds
tv_debug | release | SourceTV debug info.
tv_delay | gamedll,release,commandline_enforced | SourceTV broadcast delay in seconds
tv_delay1 | gamedll,release,commandline_enforced | SourceTV[instance 1] broadcast delay in seconds
tv_delaymapchange | gamedll,release | Delays map change until broadcast is complete
tv_deltacache | release | Enable delta entity bit stream cache
tv_demo_starttick | developmentonly,defensive | 
tv_dispatchmode | release | Dispatch clients to relay proxies: 0=never, 1=if appropriate, 2=always
tv_enable | release | Activates SourceTV on server.
tv_enable1 | release | Activates SourceTV[1] on server.
tv_enable_delta_frames | release | Indicates whether or not the tv should use delta frames for storage of intermediate frames. This takes more CPU but significantly less memory.
tv_enable_dynamic | release | When enabled, changes in tv_enable convars cause immediate startup or shutdown of hltv server
tv_extended_logging | developmentonly,defensive | 
tv_grouprelaydatareliable | developmentonly,defensive | When enabled, this will collect all information for relay sending into a single datagram to ensure that the data stays together through a potentially large number of relays
tv_grouprelaydataunreliable | developmentonly,defensive | When enabled, this will collect all information for relay sending into a single datagram to ensure that the data stays together through a potentially large number of relays
tv_grouprelaydatavoice | developmentonly,defensive | Similar to tv_grouprelaydata, but controls whether or not the voice channels should be routed into the grouped data for the relays
tv_include_usercommands | gamedll,release | HLTV streams will include player usercommands each tick
tv_instant_replay_full_frame | developmentonly,defensive | Send embedded full frames
tv_instant_replay_full_frame_build_threaded | developmentonly,defensive | Build the full frames on a seperate job thread
tv_instant_replay_full_frame_time | developmentonly,defensive | Seconds between full frame embeddeds
tv_listen_voice_indices | clientdll | Bitfield of playerslots to listen to voice messages from when connected to SourceTV, default is none
tv_listen_voice_indices_h | clientdll | High 32 bits of bitfield of playerslots to listen to voice messages from when connected to SourceTV, default is none
tv_log_director_events | developmentonly,gamedll,defensive | Log game events being considered by the director
tv_maxclients | release | Maximum client number on SourceTV server.
tv_maxclients_relayreserved | release | This number of relay client connections are reserved for SourceTV relays.
tv_maxrate | release | Max SourceTV spectator bandwidth rate allowed, 0 == unlimited
tv_name | release | SourceTV host name
tv_nochat |  | Don't receive chat messages from other SourceTV spectators
tv_overridemaster | release | Overrides the SourceTV master root address.
tv_password | protected,dontrecord,release | SourceTV password for all clients of CSTV[0]
tv_password1 | protected,dontrecord,release | SourceTV password for all clients of CSTV[1]. If empty, tv_password is used
tv_playcast_delay_prediction | release | 
tv_playcast_delay_resync | release | To alleviate intermittent network connectivity problems, this is the number of seconds to wait before actually re-syncing the stream after failure
tv_playcast_fragment_cache_history_length | release | How far back before our current playback head in seconds to hold onto fragments.
tv_playcast_http_delta_fragment_timeout_s | hidden,release | 
tv_playcast_max_rcvage | hidden,release | 
tv_playcast_max_rtdelay | hidden,release | 
tv_playcast_origin_auth | hidden,release | Get request X-Origin-Auth string
tv_playcast_retry_timeout | release | In case of intermittent network problems, how long should playcast retry fragment retrieval before resorting to resync
tv_playcast_showerrors | hidden,release | Set to display headers upon error (e.g. "CF-Ray,CF-Cache-Status,Body" )
tv_playcast_slow_playback_when_fragment_requests_fail | hidden,release | Whether or not we slow playback rate if we start running out of buffered stream fragments.
tv_port | release | Host SourceTV[0] port
tv_port1 | release | Host SourceTV[1] port
tv_rate_multiplier | developmentonly,defensive | Multiply requested rate by this value to adjust Dota TV send rate
tv_record_immediate | release | tv_record starting the moment tv_record was executed, not tv_delay earlier
tv_relay_hard_shutdown | developmentonly,defensive | 
tv_relay_quit_after_game | developmentonly,defensive | Quit after a game has been relayed, do not hibernate
tv_relay_rate | developmentonly,defensive | default rate for relays
tv_relay_secret_code | developmentonly,defensive | When enabled, this will use a uniquely generated server code to authenticate relay to relay connections. This code is coordinated via the GC or some external means rather than by clients directly
tv_relaypassword | protected,dontrecord,release | SourceTV password for relay proxies
tv_relayradio | gamedll,release | Relay team radio commands to TV: 0=off, 1=on
tv_relayvoice | release | Relay voice data: 0=off, 1=on
tv_secret_code | developmentonly,defensive | When enabled, this will use a uniquely generated server code to authenticate relay connections. This code is coordinated via the GC or some external means rather than by clients directly
tv_secure_bypass | release | Bypass secure challenge on TV port
tv_show_allchat | gamedll,release | 
tv_spectator_port_offset | clientdll,release | 
tv_threaded_merge_entity_deltas | developmentonly,defensive | Enable SourceTV threading of delta merging
tv_timeout | release | SourceTV connection timeout in seconds.
tv_title | release | Set title for SourceTV spectator UI
tv_transmitall | replicated,release | Transmit all entities (not only director view)
tv_update_hibernation_enabled | developmentonly,defensive | Allow SourceTV to control server hibernation state.
tv_window_size | release | Specifies the number of seconds worth of frames that the tv replay system should keep in memory. Increasing this greatly increases the amount of memory consumed by the TV system
ui_deepstats_radio_heat_figurine | clientdll,release | 
ui_deepstats_radio_heat_tab | clientdll,release | 
ui_deepstats_radio_heat_team | clientdll,release | 
ui_deepstats_toplevel_mode | clientdll,release | 
ui_hud_dist | developmentonly,clientdll,replicated,defensive | distance from the player to the hud
ui_inspect_bkgnd_map_C2AEBB5E | clientdll,release | Inspect background map
ui_inventorysettings_recently_acknowledged | clientdll,release | 
ui_leaderboards_top_public_appid | clientdll,hidden,release | 
ui_lobby_draft_enabled | clientdll,release | 
ui_mainmenu_bkgnd_movie_C2AEBB5E | clientdll,release | Main menu background movie
ui_nearbylobbies_filter3 | clientdll,release | 
ui_news_last_read_link | clientdll,release | 
ui_news_last_read_link2 | clientdll,release | 
ui_notification_tb_snooze | clientdll,release | 
ui_party_msg_sound_enabled | clientdll,release | When enabled, lobby messages will play a short sound
ui_playsettings_custom_preset | clientdll,release | 
ui_playsettings_directchallengekey | clientdll,release | 
ui_playsettings_flags_listen_casual | clientdll,release | 
ui_playsettings_flags_listen_competitive | clientdll,release | 
ui_playsettings_flags_listen_cooperative | clientdll,release | 
ui_playsettings_flags_listen_deathmatch | clientdll,release | 
ui_playsettings_flags_listen_retakes | clientdll,release | 
ui_playsettings_flags_listen_scrimcomp2v2 | clientdll,release | 
ui_playsettings_flags_listen_skirmish | clientdll,release | 
ui_playsettings_flags_listen_survival | clientdll,release | 
ui_playsettings_flags_official_casual | clientdll,release | 
ui_playsettings_flags_official_competitive | clientdll,release | 
ui_playsettings_flags_official_cooperative | clientdll,release | 
ui_playsettings_flags_official_deathmatch | clientdll,release | 
ui_playsettings_flags_official_retakes | clientdll,release | 
