_fov | developmentonly,clientdll,defensive | Automates fov command to server.
sv_disable_querycache | developmentonly,gamedll,clientdll,replicated,cheat | debug - disable trace query cache
sv_disable_reliable_delta_retransmit | developmentonly,defensive | Assume that a reliable entity delta will be ack'ed and send future deltas relative to the last reliable delta.
sv_early_network_message_processing | developmentonly,gamedll | Processes network messages on the server before entities think, instead of at the end of the tick.
sv_enable_alternate_baselines | release | Allow alternate baseline system, set to 2 for debugging spew.
sv_enable_delta_packing | release | When enabled, this allows for entity packing to use the property changes for building up the data. This is many times faster, but can be disabled for error checking.
sv_enable_donttransmit | developmentonly | When encoding entity deltas, instead of unreliably deducing explicit deletions, actually send list of existing but not networked entities (dont_transmit list) to each client.
sv_enable_hideout | gamedll,replicated,release | When registering for MM, we can be assigned hideouts
sv_enable_lost_lobby | gamedll,replicated,release | Kill switch for the lost lobby functionality
sv_enable_match | gamedll,replicated,release | When registering for MM, we can be assigned normal matches
sv_enable_removearrayelementsoutsidemetadatabounds | release | 
sv_ent_showonlyhitbox | gamedll,cheat | 
sv_ents_write_alarm | release | Print callstack every time CNetworkGameServerBase::WriteEntityUpdate takes more than this amount of milliseconds
sv_extra_client_connect_time | developmentonly,defensive | Seconds after client connect during which extra frames are buffered to prevent non-delta'd update
sv_filterban | developmentonly,defensive | Set packet filtering by IP mode
sv_footsteps | developmentonly,gamedll,clientdll,replicated | Play footstep sound for players
sv_force_transmit_ents | developmentonly,gamedll | Will transmit all entities to client, regardless of PVS conditions (will still skip based on transmit flags, however).
sv_fps_max | developmentonly,hidden,defensive | Dedicated server frame rate limiter. 0=tick rate. Only applies to the dedicated server.
sv_friction | gamedll,clientdll,replicated,release | World friction.
sv_friendly_dmg_immune | developmentonly,gamedll | For npc's so marked, don't take damage caused by friendly (D_LI) npc's
sv_gameinstructor_disable | clientdll,replicated,release | Force all clients to disable their game instructors.
sv_gameinstructor_enable | clientdll,replicated,release | Force all clients to enable their game instructors.
sv_gravity | gamedll,clientdll,replicated,release | World gravity.
sv_hibernate_postgame_delay | release | # of seconds to wait after final client leaves before hibernating.
sv_hibernate_when_empty | release | Puts the server into extremely low CPU usage mode when no clients connected
sv_hide_ent_in_pvs | developmentonly,gamedll | 
sv_hitbox_debug | developmentonly,gamedll,defensive | 
sv_hosting_lobby | developmentonly,replicated | 
sv_hoststate_quit_syscall | release | When enabled, game server will quit immediately via syscall instead of running host states shutdown sequence
sv_infinite_ammo | gamedll,clientdll,replicated,cheat,release,commandline_enforced | Player's active weapon will never run out of ammo
sv_instancebaselines | developmentonly | Enable instanced baselines. Saves network overhead.
sv_ladder_slack_z_mult | gamedll,clientdll,replicated,cheat | Difference in Z increases toward the middle of the slack ladder. 
sv_lagcomp_filterbyviewangle | gamedll,cheat | If true, player pawn will filter lag compensation targets by their view angle.
sv_lagcompensationforcerestore | gamedll,cheat | Don't test validity of a lag comp restore, just do it.
sv_lan | release | Server is a lan server ( no heartbeat, no authentication, no non-class C addresses )
sv_late_commands_allowed | gamedll,release | Allow N late commands to run at 0 timescale prior to running an on-time command. Negative values for network round trip based calculation with a hard cap of the of absolute value
sv_lightquery_debug | gamedll,cheat | 
sv_log_change_offsets | developmentonly,gamedll | Log change offsets to game/varchangeinfoN.log files.
sv_log_onefile | release | Log server information to only one file.
sv_logbans | release | Log server bans in the server logs.
sv_logblocks | release | If true when log when a query is blocked (can cause very large log files)
sv_logecho | release | Echo log information to the console.
sv_logfile | release | Log server information in the log file.
sv_logflush | release | Flush the log file to disk on each write (slow).
sv_logsdir | release | Folder in the game directory where server logs will be stored.
sv_long_frame_ms | developmentonly,defensive | If a server frame takes longer than N ms, complain about it.  (Dedicated server only.)  See also engine_frametime_warnings_enable.
sv_massreport | developmentonly,gamedll,defensive | 
sv_matchmaking_enabled | gamedll,replicated,release | Register with the GC for matchmaking
sv_matchperfstats_maxclientperfsamples | developmentonly,gamedll,defensive | Don't retain more than N perf samples for any given client
sv_matchperfstats_send_to_steam | gamedll,release | Set to false to disable sending match perf stats to steam
sv_max_change_offsets | developmentonly,gamedll | How many network changes to track before requiring full diff check.
sv_max_queries_sec | release | Maximum queries per second to respond to from a single IP address.
sv_max_queries_sec_global | release | Maximum queries per second to respond to from anywhere.
sv_max_queries_window | release | Window over which to average queries per second averages.
sv_max_unreliable_delta_size | developmentonly,defensive | Maximum allowable entity delta size over unreliable delivery.
sv_maxclientframes | developmentonly,defensive | 
sv_maxrate | replicated,release | Max bandwidth rate allowed on server, 0 == unlimited
sv_maxreplay | developmentonly,defensive | Maximum replay time in seconds
sv_maxspeed | gamedll,clientdll,replicated,release | 
sv_maxunlag | gamedll,release | Maximum lag compensation in seconds
sv_maxunlag_player | gamedll,release | If >0, maximumum lag compensation used for other human pawns. Applied after sv_maxunlag!
sv_maxupdaterate | gamedll,clientdll,replicated,release | Maximum updates per second that the server will allow
sv_maxvelocity | gamedll,clientdll,replicated,release | Maximum speed any ballistically moving object is allowed to attain per axis.
sv_memlimit | cheat,release | If set, whenever a game ends, if the total memory used by the server is greater than this # of megabytes, the server will exit.
sv_merge_changes_after_tick_with_calcdelta | release | This fixes bugs where pure calcdelta is used due to recipient changing but it doesn't pick up a field change where the value was changed back to same value as the from snapshot even though the destination fields change list does note the change. Set to 2 to spew any changes merged in by this fix.
sv_minrate | replicated,release | Min bandwidth rate allowed on server, 0 == unlimited
sv_minupdaterate | gamedll,clientdll,replicated,release | Minimum updates per second that the server will allow
sv_mmqueue_reservation | developmentonly,dontrecord | Server queue reservation
sv_mmqueue_reservation_extended_timeout | developmentonly | Extended time in seconds before mmqueue reservation expires.
sv_mmqueue_reservation_timeout | developmentonly | Time in seconds before mmqueue reservation expires.
sv_mover_maxslope | developmentonly,gamedll,clientdll,replicated,defensive | The maximum slope the player can overcome [-]
sv_mover_pogodampingratio | developmentonly,gamedll,clientdll,replicated,defensive | The capsule pogo stick damping ratio [-]
sv_mover_pogofrequency | developmentonly,gamedll,clientdll,replicated,defensive | The capsule pogo stick frequency [hz].
sv_networkvar_log_fullchanges | developmentonly,gamedll | Log FUL_FULL_EDICT_CHANGED calls.
sv_networkvar_perfieldtracking | release | Track individual field offset changes, rather than a single dirty flag for the whole entity.
sv_networkvar_validate | release | Validate each StateChanged against known offsets.
sv_no_navmesh | developmentonly,gamedll,cheat | Block loading of the navmesh. Unplayable, only used for memory sampling.
sv_noclipaccelerate | gamedll,clientdll,replicated | 
sv_noclipduringpause | gamedll,clientdll,replicated,cheat | If cheats are enabled, then you can noclip with the game paused (for doing screenshots, etc.).
sv_noclipfriction | gamedll,clientdll,replicated | Friction during noclip move.
sv_noclipspeed | gamedll,clientdll,replicated | 
sv_outofpvsentityupdates | developmentonly | 
sv_parallel_checktransmit | gamedll,release | Set to 1 to use threaded checkentities for transmit/pvs on listen servers, 2 for dedicated servers.
sv_parallel_packentities | release | Set to 1 to use threaded snapshot sending on listen servers, 2 for dedicated servers.
sv_parallel_prepare_client_updates | developmentonly | 
sv_parallel_sendsnapshot | release | 0: run all send jobs on main thread; 1: send jobs run asynchronously (except on dedicated server); 2: send jobs asynchronously; 3: send jobs run in parallel but block to not overlap the next tick; 4: main server clients' send jobs run in parallel, then HLTV server jobs; this approximately matches pre-async profile for a single HLTV server configuration
sv_password | protected,dontrecord,release | Server password for entry into multiplayer games
sv_pausable | release | Is the server pausable.
sv_pausable_dev | developmentonly | Whether listen server is pausable when running -dev and playing solo against bots
sv_pausable_dev_ds | developmentonly | Whether dedicated server is pausable when running -dev and playing solo against bots
sv_pause_on_console_open |  | 1 = Pause the game when pressing ~ to open the console. CTRL+~ opens the console without pause.
sv_pause_on_tick | developmentonly,gamedll,replicated,cheat | Tick count to pause on
sv_per_player_spray_limit_count | gamedll,release | How many total sprays each player can have in the map at the same time
sv_per_player_spray_limit_count_restricted | gamedll,release | How many total sprays each player can have in the map at the same time (but in restricted modes)
sv_phys_animated_hierarchy | developmentonly,gamedll,defensive | 
sv_phys_async_buoyancy_update | developmentonly,gamedll,replicated,defensive | If true, server buoyancy motion controllers are updated in an async job after the tick has completed.
sv_phys_debug_callback_entities | gamedll,cheat | Print all entities that get touch callbacks. Each entity is printed only once.
